a adir peso a	نزن ، سنگيني ، سنگ وزنه ، چيز سنگين ، سنگين کردن ، بار کردن
rata	موش صحرايي ، ادم موش صفت ، موش گرفتن ، کشتن ، دسته خود را ترک کردن ، خيانت
ratn	موش خانگي ، موش گرفتن ، جستجو کردن
rato	در صورتيکه ، هنگاميکه ، حال انکه ، ماداميکه ، در حين ، تاموقعي که ، سپري کردن ، گذراندن
ray	پرتو ، ابريشم مصنوعي ، ريون
raya	چين ، شکن ، خط اطوي شلوار ، چين دار کردن ، چين دار شدن  ، برهنه کردن ، محروم کردن از ، لخت کردن ، چاک دادن ، تهي کردن ، باريکه ، نوار
rayar	خط ، سطر ، رديف ، رشته ، مارک ، علا مت ، درجه نظامي ، پاگون ، خط راه راه ، يراق ، پارچه راه راه ، راه راه کردن ، تازيانه زدن ، زير چيزي خط کشيدن ، تاکيد کردن ، خط زيرين ، خط يا علا متي زيرچيزي کشيدن ، تاکيد ، زيرين خط
rayo	شاهين ترازو ، ميله ، شاهپر ، تيرعمارت ، نورافکندن ، پرتوافکندن ، پرتو ، شعاع ، شعاع ، اشعه
raz	ريشه ، بن ، اصل ، اصول ، بنياد ، بنيان ، پايه ، اساس ، سرچشمه ، زمينه ، ريشه کن کردن ، داد زدن ، غريدن ، از عددي ريشه گرفتن ، ريشه دار کردن
raza	پروردن ، باراوردن ، زاييدن ، بدنيااوردن ، توليد کردن ، تربيت کردن ، فرزند ، اولا د ، اعقاب ، جنس ، نوع ، گونه ، مسابقه ، گردش ، دور ، دوران ، مسير ، دويدن ، مسابقه دادن ، بسرعت رفتن ، نژاد ، نسل ، تبار ، طايفه ، قوم ، طبقه
razn	دليل ، سبب ، علت ، عقل ، خرد ، شعور ، استدلا ل کردن ، دليل و برهان اوردن ، حواس پنجگانه ، حس ، احساس ، هوش ، شعور ، معني ، مفاد ، حس تشخيص ، مفهوم ، احساس کردن ، پي بردن
razonable	معقول ، مستدل ، معقول ، محسوس ، مشهود ، بارز
razonar	دليل ، سبب ، علت ، عقل ، خرد ، شعور ، استدلا ل کردن ، دليل و برهان اوردن
rbitro	داور مسابقات ، داور ، داوري کردن ، داور مسابقات شدن ، سرحکم (هاکام) ، سرداور ، داور مسابقات ، حکميت ، داوري ، داوري کردن
rbol	محور ، چرخ ، ميله ، اسه ، درخت
rbol de levas	ميله اي که بچرخ دنده متصل مي شود ، محور بادامک
rcord	مدرک ، سابقه ، ضبط کردن ، ثبت کردن
re rse a socapa	با خنده اظهار داشتن ، با نفس بريده بريده(دراثرخنده)سخن گفتن ، ول خنديدن
reacci	واکنش ، انفعال
reajustar	دوباره تعديل
real	واقعي ، حقيقي ، وابسته بواقع امر ، حقيقت امري ، واقعي ، راستين ، حقيقي ، واقعي ، موجود ، غير مصنوعي ، طبيعي ، اصل ، بي خدشه ، صميمي ، سلطنتي ، شاهانه ، ملوکانه ، همايوني ، شاهوار ، خسروانه ، ذاتي ، جسمي ، اساسي ، مهم ، محکم ، قابل توجه ، راست ، پابرجا ، ثابت ، واقعي ، حقيقي ، راستگو ، خالصانه ، صحيح ، ثابت ياحقيقي کردن ، درست ، راستين ، فريور
realidad	واقعيت ، فعاليت ، امرمسلم ، حقيقت ، واقعيت ، هستي ، اصليت ، اصالت وجود
realismo	راستين گرايي ، واقع بيني ، واقع گرايي ، رءاليسم ، تحقق گرايي
realista	واقع بين ، تحقق گراي ، راستين گراي ، واقع بين ، تحقق گراي ، راستين گراي
realizable	دست يافتني ، قابل وصول ، قابل تفريق ، موفقيت پذير ، ناءل شدني ، دردسترس ، بدست اوردني ، شدني ، عملي ، امکان پذير ، ميسر ، ممکن ، محتمل
realizacin	انجام ، اجرا ، اتمام ، کمال ، هنر ، فضيلت ، دست يابي ، انجام ، پيروزي ، کار بزرگ ، موفقيت ، جهت ، سو ، هدايت
realizar	انجام دادن ، بانجام رساندن ، وفا کردن(به) ، صورت گرفتن ، دست يافتن ، انجام دادن ، بانجام رسانيدن ، رسيدن ، ناءل شدن به ، تحصيل کردن ، کسب موفقيت کردن (حق.) اطاعت کردن (در برابر دريافت تيول) ، واقعيت دادن ، واقعي کردن ، عملي کردن ، فراوردن ، توليد کردن ، محصول ، اراءه دادن ، زاييدن ، تحقق بخشيدن ، پي بردن
realizarse	رخ دادن ، واقع شدن ، اتفاق افتادن
realmente	واقعيت ، فعاليت ، امرمسلم ، واقعا ، بالفعل ، عملا ، در حقيقت ، واقعا ، راستي
reanudar	بازنو کردن ، تجديد کردن ، نو کردن ، تکرار کردن
reba o	رمه ، گله ، گروه ، جمعيت ، دسته پرندگان ، بصورت گله ورمه در امدن ، گردامدن ، جمع شدن ، ازدحام کردن
rebaja	کاهش ، تخطفيف ، فروکش ، جلوگيري ، غصب ، تخفيف ، نزول ، کاستن ، تخفيف دادن ، برات را نزول کردن ، کاستن ، کم کردن ، کند کردن ، بي ذوق کردن ، تخفيف ، کاهش  ، تقليل ، کاهش ، ساده سازي
rebajado	تخفيف ، نزول ، کاستن ، تخفيف دادن ، برات را نزول کردن ، کاستن ، کم کردن ، کند کردن ، بي ذوق کردن ، تخفيف ، کاهش  ، تقليل ، کاهش ، ساده سازي
rebajar	پست کردن ، تحقيرنمودن ، کم ارزش کردن ، تقليل يافتن ، کمتر شدن ، تخفيف يافتن ، کمتر کردن ، تقليل دادن ، کاستن ، کاهش دادن ، پايين اوردن ، تخفيف دادن ، کاستن از ، تنزل دادن ، فروکش کردن ، خفيف کردن ، پست تر ، پايين تر ، :اخم ، عبوس ، ترشرويي ، هواي گرفته وابري ، اخم کردن ، کم کردن ، کاستن (از) ، تنزل دادن ، فتح کردن ، استحاله کردن ، مطيع کردن
rebajas	فروش ، حراج
rebalsa	استخر ، ابگير ، حوض ، برکه ، چاله اب ، کولا ب ، اءتلا ف چند شرکت با يک ديگر ، اءتلا ف ، عده کارمند اماده براي انجام امري ، دسته زبده وکار ازموده ، اءتلا ف کردن ، سرمايه گذاري مشترک ومساوي کردن ، شريک شدن ، باهم اتحادکردن
rebanar	برش ، قاش ، تکه ، باريکه ، باريک ، گوه ، سهم ، قسمت ، تيغه گوشت بري ، قاش کردن ، بريدن
rebelde	ياغي ، سرکش ، متمرد
rebelin	طغيان ، سرکشي ، شورش ، تمرد ، شورش يا طغيان کردن ، اظهار تنفر کردن ، طغيان ، شورش ، بهم خوردگي ، انقلا ب ، شوريدن
reborde	طاقچه ، لبه ، برامدگي
rebotar	بالا جستن ، پس جستن ، پريدن ، گزاف گويي کردن ، مورد توپ وتشرقرار دادن ، بيرون انداختن ، پرش ، جست ، گزاف گويي
rebuznar	عرعرکردن ، عرعر
rec mara	خوابگاه ، اطاق خواب ، ته دار کردن ، ته تفنگ ، ته توپ ، کفل
recado	پيغام ، ماموريت ، فرمان ، پيغام بري ، پيغام رساني
recaer	برگشتن ، سيرقهقرايي کردن
recaudar	بالا بردن ، ترقي دادن ، اضافه حقوق
recaudo	گرداوري ، گرداورد ، کلکسيون ، اجتماع ، مجموعه
recelo	بدگماني ، سوء ظن ، ترديد ، مظنون بودن
receloso	بدگمان ، ظنين ، حاکي از بدگماني ، مشکوک
recepcin	پذيرايي ، مهماني ، پذيرش ، قبول ، برخورد
recepcionista	پذيرگر
recept culo	ظرف ، محتوي ، کانتنينر
receptivo	تابع ، رام شدني ، قابل جوابگويي ، متمايل
receptor	گيرنده ، دريافت کننده
receta	صدور فرمان ، امريه ، نسخه نويسي ، تجويز ، نسخه ، دستورالعمل ، دستور خوراک پزي ، خوراک دستور
rechazar	رد کردن ، انکار کردن ، قبول نکردن ، ترک دعوا کردن نسبت به ، منکر ادعايي شدن ، از خود سلب کردن ، سرباز زدن ، رد کردن ، نپذيرفتن ، قبول نکردن ، مضايقه تفاله کردن ، فضولا ت ، اشغال ، ادم بيکاره ، رد کردن ، نپذيرفتن
rechinar	صداي غوک دراوردن ، شکوه وشکايت کردن ، غژغژ کردن ، صداي لولا ي روغن نخورده ، جيرجيرکفش ، دندان قرچه کردن ، دندان بهم فشردن (از خشم) ، بهم فشردن ، بهم ساييدن ، رنده ، بخاري تو ديواري ، شبکه ، پنجره ، ميله هاي اهني ، قفس اهني ، زندان ، صداي تصادم نيزه و شمشير ، رنده کردن ، ساءيدن ، ازردن ، به زور ستاندن ، جيغ وفرياد شکيدن (مثل جغد يا موش) ، با صداي جيغ صحبت کردن ، با جيغ وفريادافشاء کردن ، جير جير
rechoncho	خپله ، چاق ، گوشتالو ، پهن رخسار ، فربه ، چاق ، چرب ، چربي ، چربي دار ، چربي دار کردن ، فربه يا پرواري کردن
reciacido	نوزاد ، تازه زاييده شده ، تازه تولد شده
recibir	تحصيل شده ، کسب کرده ، بدست امده ، فرزند ، بدست اوردن ، فراهم کردن ، حاصل کردن ، تحصيل کردن ، تهيه کردن ، فهميدن ، رسيدن ، عادت کردن ، ربودن ، فاءق امدن ، زدن ، زايش ، تولد ، دريافت کردن ، رسيدن ، پذيرفتن ، پذيرايي کردن از ، جا دادن ، وصول کردن
recibo	رسيد ، اعلا م وصول ، دريافت ، رسيد دادن ، اعلا م وصول نمودن ، وصول کردن ، بزهکاران را تحويل گرفتن ، پذيرايي ، مهماني ، پذيرش ، قبول ، برخورد ، سند ، مدرک ، دستاويز ، ضامن ، گواه ، شاهد ، تضمين کننده ، شهادت دادن
reciente	تازه ، جديد ، اخير ، متاخر ، جديدالتاسيس
recientemente	اخيرا ، بتازگي
recin llegada	تازه وارد ، نوايند
recinto	زمين دانشکده ومحوطه کالج ، پرديزه ، فضاي باز
recipiente de agua	لگن ، تشتک ، حوزه رودخانه ، ابگير ، دستشويي ، مخزن ، اب انبار ، ذخيره ، مخزن اب
recital	از بر خواني ، تک نوازي ، رسيتال
recitar	از برخواندن ، با صدايي موزون خواندن
reclamante	مدعي ، مطالبه کننده
reclamar	ادعا ، دعوي ، مطالبه ، ادعا کردن
reclamo	ادعا ، دعوي ، مطالبه ، ادعا کردن
recluta	کسيکه وارد خدمت شده ، تازه سرباز ، کارمند تازه ، نو اموز استخدام کردن ، نيروي تازه گرفتن ، حال امدن
reclutamiento	نام نويسي ، سربازگيري
recodo	خميدن ، خمش ، زانويه ، خميدگي ، شرايط خميدگي ، زانويي ، گيره ، خم کردن ، کج کردن ، منحرف کردن ، تعظيم کردن ، دولا کردن ، کوشش کردن ، بذل مساعي کردن
recoger	گرداوردن ، جمع کردن ، وصول کردن ، گرد اوري کردن ، رسيدن به ، سبقت گرفتن بر ، رد شدن از ، چيدن ، کندن ، کلنگ زدن و(به) ، باخلا ل پاک کردن ، خلا ل دندان بکاربردن ، نوک زدن به ، برگزيدن ، بازکردن(بقصد دزدي) ، ناخنک زدن ، عيبجويي کردن ، دزديدن ، کلنگ ، زخمه ، مضراب ، خلا ل دندان خلا ل گوش ، هرنوع الت نوک تيز
recogida	گرداوري ، گرداورد ، کلکسيون ، اجتماع ، مجموعه
recomendable	ستودني ، قابل توصيه
recomendaci	ستايش ، توصيه ، سفارش ، تقدير ، توصيه ، نامه پيشنهاد ، نظريه
recomendado	توصيه ، نامه پيشنهاد ، نظريه
recomendar	سفارش کردن توصيه کردن ، توصيه شدن ، معرفي کردن
recomender	سفارش کردن توصيه کردن ، توصيه شدن ، معرفي کردن
recompensa	جبران کردن ، خنثي کردن ، انعام ، جايزه ، ممتاز ، غنيمت ، ارزش بسيار قاءل شدن ، مغتنم شمردن
recompensar	تاوان دادن ، پاداش دادن ، عوض دادن ، جبران کردن
reconciliacin	اصلا ح ، اشتي ، مصالحه ، تلفيق
reconciliar	صلح دادن ، اشتي دادن ، تطبيق کردن ، راضي ساختن ، وفق دادن
reconocer	قدرداني کردن ، اعتراف کردن ، تصديق کردن ، وصول نامه اي را اشعار داشتن ، پذيرفتن ، راه دادن ، بار دادن ، راضي شدن (به) ، رضايت دادن (به) ، موافقت کردن ، تصديق کردن ، زيربار(چيزي) رفتن ، اقرار کردن ، واگذار کردن ، دادن ، اعطاء کردن ، اقرارکردن ، اعتراف کردن ، تشخيص دادن ، شناختن ، برسميت شناختن ، تصديق کردن
reconocido	تصديق شده
reconociento	جايزه ، راي ، مقرر داشتن ، اعطا کردن ، سپردن ، امانت گذاردن
reconocimiento	بازرسي کلي ، معاينه عمومي ، بازشناخت ، بازشناسي
recopilaci	گواريدن ، هضم کردن ، هضم شدن ، خلا صه کردن و شدن ، خلا صه
recopilar	همگرادني کردن ، گرد اوري کردن ، بهم پيوست ، متحد کردن ، يکي کردن ، متفق کردن ، وصلت دادن ، ترکيب کردن ، سکه قديم انگليسي
recordar	بخاطراوردن ، ياد اوردن ، بخاطر داشتن ، ياداوري کردن ، ياداور شدن ، بياد اوردن
recortar	درست کردن ، اراستن ، زينت دادن ، پيراستن ، تراشيدن ، چيدن ، پيراسته ، مرتب ، پاکيزه ، تر وتميز ، وضع ، حالت ، تودوزي وتزءينات داخلي اتومبيل
recproco	دوسره ، از دو سره ، بين الا ثنين ، دو طرفه
recreaci	پذيرايي ، سرگرمي ، خلق مجدد ، تفريح ، سرگرمي
recreo	عقب نشيني ، پس زني ، پس رفت کردن ، بازگشت ، فترت ، دوره فترت ، تعطيل موقتي ، تنفس ، گوشه ، کنار ، پستي ، تورفتگي ، موقتا تعطيل کردن ، طاقچه ساختن ، مرخصي گرفتن ، تنفس کردن ، خلق مجدد ، تفريح ، سرگرمي
recriar	پروردن ، باراوردن ، زاييدن ، بدنيااوردن ، توليد کردن ، تربيت کردن ، فرزند ، اولا د ، اعقاب ، جنس ، نوع ، گونه
rectangular	مستطيل ، بشکل راست گوشه
rectangulo	راست گوشه ، مربع مستطيل ، چهار گوش دراز
rectificaci	تصحيح ، اصلا ح ، غلط گيري ، تاديب
rectngulo	مستطيل ، دراز ، دوک مانند ، کشيده ، نگاه ممتد ، راست گوشه ، مربع مستطيل ، چهار گوش دراز
recto	عادل ، دادگر ، منصف ، باانصاف ، بي طرف ، منصفانه ، مقتضي ، بجا ، مستحق ، :(د.گ.) فقط ، درست ، تنها ، عينا ، الساعه ، اندکي پيش ، درهمان دم ، اخلا قي ، معنوي ، وابسته بعلم اخلا ق ، روحيه ، اخلا ق ، پند ، معني ، مفهوم ، سيرت ، قاءم ، راست
rector	اصلي ، عمده ، مايه ، مدير ، کشيش بخش ، رءيس دانشگاه ، رهبر ، پيشوا
rectora	خانه کشيش بخش ، درامد کشيش بخش
recuerdo	هديه يادگاري يادبود ، خاطره ، يادگاري ، نشان ، ياداور ، حافظه ، تجديد خاطره ، تفکر ، بخاطر اوردن ، ياداوري ، تذکر ، خاطر ، ذهن ، يادگاري ، يادگار ، سوغات ، يادبود ، خاطره ، ره اورد
recuperaci	احيا ، تجديد ، تمديد ، استقرارمجدد ، تقويت
recuperar	ترميم شدن ، بهبود يافتن ، بازيافتن
red	توري ، شبکه ، تور ، خالص ، شبکه
redactor	ويراستار ، ويرايشگر
redargir	رد کردن ، اعتراض کردن (به) ، تکذيب کردن ، عيب جويي کردن ، مورد اعتراض قرار دادن
redentor	فديه دهنده ، رهايي بخش ، نجات دهنده ، باز خريدگر
redimir	باز خريدن ، از گرو در اوردن ، رهايي دادن
redoble	ضربه طبل ، صداي کوس يا طبل
redomado	حيله گر ، نيرنگ باز ، ماهرانه ، صنعتي ، مصنوعي ، استادانه ، ناقلا ، ادم تودار ، ادم اب زيرکاه ، موذي ، محيل ، شيطنت اميز ، کنايه دار
redondeado	بصورت عدد صحيح ، گرد شده ، شفاف شده ، تمام شده ، پر ، تمام
redondel	پهنه ، ميدان مسابقات (در روم قديم) ، عرصه ، گود, ، صحنه ، ارن ، صحنه ياميدان گاوبازي
redondo	گرد(گعرد) کردن ، کامل کردن ، تکميل کردن ، دور زدن ، مدور ، گردي ، منحني ، دايره وار ، عدد صحيح ، مبلغ زياد
reducci al mnimo	کم انگاري ، کوچک شماري ، کمينه سازي
reduccin	کاهش ، تخطفيف ، فروکش ، جلوگيري ، غصب ، تخفيف ، نزول ، کاستن ، تخفيف دادن ، برات را نزول کردن ، کاستن ، کم کردن ، کند کردن ، بي ذوق کردن ، تخفيف ، کاهش  ، تقليل ، کاهش ، ساده سازي
reducir	فروکش کردن ، کاستن ، تخفيف دادن ، رفع نمودن ، کم شدن ، اب گرفتن از(فلز) ، خيساندن (چرم) ، غصب يا تصرف عدواني ، بزورتصرف کردن ، کاهش ، تنزل ، فرونشستن ، بريدن ، گسيختن ، گسستن ، چيدن ، زدن ، پاره کردن ، قطع کردن ، کم کردن ، تراش دادن (الماس وغيره) ، عبور کردن,گذاشتن ، برش ، چاک ، شکاف ، معبر ، کانال ، جوي ، تخفيف ، بريدگي ، کاستن ، کاهش ، بارانداز ، لنگرگاه ، بريدن ، کوتاه کردن ، جاخالي کردن ، موقوف کردن ، جاي محکوم يا زنداني در محکمه ، کم کردن ، کاستن (از) ، تنزل دادن ، فتح کردن ، استحاله کردن ، مطيع کردن
reembolsar	باز پرداخت کردن ، باز پرداختن ، جبران کردن ، هزينه کسي يا چيزي را پرداختن ، خرج چيزي را دادن
reembolso	پس پرداخت ، پس دادن ، مجددا پرداختن ، استرداد
reemplazar	جايگزين کردن
reexpedir	جلو ، پيش ، ببعد ، جلوي ، گستاخ ، جسور ، فرستادن ، رساندن ، جلوانداختن ، بازي کن رديف جلو
referencia	محک ، ارجاع ، مرجع
refiner a	پالا يشگاه ، تصفيه خانه
reflector	بازتابنده ، جسم منعکس کننده ، جسم صيقلي ، الت انعکاس ، نور افکن ، اشعه نور افکن
reflejar	ايينه ، دراينه منعکس ساختن ، بازتاب کردن ، بازتابيدن ، منعکس کردن ، تامل کردن ، اشکار کردن ، فاش کردن ، معلوم کردن
reflejo	انعکاس ، باز تاب ، انديشه ، تفکر ، پژواک
reflexin	مشاوره ، مشورت ، مذاکره ، همفکري ، رايزني
reflexionar	انديشيدن ، فکر کردن ، خيال کردن ، گمان کردن
reforma	اصلا ح ، تهذيب ، اصلا حات
reformar	بهسازي ، بازساخت ، بهسازي کردن ، ترميم کردن ، اصلا حات ، تجديد سازمان
refrenar	زنجير ، بازداشت ، جلوگيري ، لبه پياده رو ، محدود کردن,داراي ديواره يا حايل کردن ، تحت کنترل دراوردن ، فرونشاندن
refrescar	تازه کردن ، خنک کردن ، نيرو دادن ، تازه کردن ، نيروي تازه دادن به ، از خستگي بيرون اوردن ، روشن کردن ، با طراوت کردن
refrescarse	تازه کردن ، خنک کردن ، نيرو دادن
refresco	تازه کردن ، نيروي تازه دادن به ، از خستگي بيرون اوردن ، روشن کردن ، با طراوت کردن ، نيرو بخشي ، تازه سازي ، رفع خستگي ، نوشابه
refriega	دادوبيداد ، سروصداکردن ، نزاع وجدال کردن ، جنجال ، ستيزه ، غوغا ، مغلوبه شدن جنگ
refrigerador	يخچال ، يخچال برقي
refrigeradora	يخچال
refugio	پناهگاه ، بستگاه ، گريزگاه ، نوانخانه ، يتيم خانه ، تيمارستان ، سنگر وپناهگام زير زميني ، انباربزرگ ، پرشدن انبار ، پوشاندن ، تامين کردن ، پوشش ، سرپوش ، جلد ، پناه ، پناهگاه ، ملجا ، پناهندگي ، تحصن ، پناه دادن ، پناه بردن ، پناهگاه ، جان پناه ، محافظت ، حمايت ، محافظت کردن ، پناه دادن
refunfu ar	ژکيدن ، لندلند ، غرغر کردن ، گله کردن ، ناله ، گله
refutar	ردکردن ، اثبات کذب چيزي را کردن ، رد کردن ، تکذيب کردن ، اشتباه کسي را اثبات کردن
regaar	سرزنش کردن ، سرزنش کردن ، گله کردن از ، غرغرکردن
regalo	بخشش ، پيشکشي ، پيشکش ، نعمت ، موهبت ، استعداد ، پيشکش کردن (به) ، بخشيدن (به) ، هديه دادن ، داراي استعداد کردن ، ره اورد ، هديه ، پيشکش ، هديه ، ره اورد ، اهداء ، پيشکشي ، زمان حاضر ، زمان حال ، اکنون ، موجود ، اماده ، مهيا ، حاضر ، معرفي کردن ، اهداء کردن ، اراءه دادن
regalo celestial	نعمت غير مترقبه ، چيز خدا داده ، خرابي
reganar	اسب کوچک سواري ، اسب پير و وامانده ، يابو ، فاحشه ، عيبجويي کردن ، نق زدن ، ازار دادن ، مرتبا گوشزد کردن ، عيبجو ، نق نقو
regar	جوراب ، لوله لا ستيکي مخصوص اب پاشي وابياري ، لوله اب اتش نشاني ، شلنگ ، ابياري کردن ، اب دادن (به) ، اب ، ابگونه ، پيشاب ، مايع ، اب دادن
regata	مسابقه کرجي راني ، پارچه نخي سفت بافت
regatear	سودا ، معامله ، داد و ستد ، چانه زدن ، قرارداد معامله ، خريد ارزان (باا) ، چانه زدن ، قرارداد معامله بستن ، چانه ، چانه زدن ، اصرار کردن ، بريدن
regin	مساحت ، فضا ، ناحيه ، بوم ، سرزمين ، ناحيه ، فضا ، محوطه بسيار وسيع و بي انتها ، بخش ، قلمرو ، مدار ، مدارات ، کمربند ، منطقه ، ناحيه ، حوزه ، محات کردن ، جزو حوزه اي به حساب اوردن ، ناحيه اي شدن
regional	منطقه اي
regir	حکومت کردن ، حکمراني کردن ، تابع خود کردن ، حاکم بودن ، فرمانداري کردن ، معيف کردن ، کنترل کردن ، مقرر داشتن ، قاعده ، دستور ، حکم ، بربست ، قانون ، فرمانروايي ، حکومت کردن ، اداره کردن ، حکم کردن ، گونيا
registrar	فصل ياقسمتي از کتاب ، مجلد ، دفتر ، کتاب ، درکتاب يادفتر ثبت کردن ، رزرو کردن ، توقيف کردن ، امتحان کردن ، بازرسي کردن ، معاينه کردن ، بازجويي کردن ، ازمودن ، ازمون کردن ، سرکشي کردن ، بازرسي کردن ، تفتيش کردن ، رسيدگي کردن ، ثبت کردن وقايع ، مدرک ، سابقه ، ضبط کردن ، ثبت کردن ، دفتر ثبت ، ثبت امار ، دستگاه تعديل گرما ، پيچ دانگ صدا ، ليست يا فهرست ، ثبت کردن ، نگاشتن ، در دفتر وارد کردن ، نشان دادن ، منطبق کردن
registro	ثبت کردن وقايع ، مدرک ، سابقه ، ضبط کردن ، ثبت کردن ، دفتر ثبت ، ثبت امار ، دستگاه تعديل گرما ، پيچ دانگ صدا ، ليست يا فهرست ، ثبت کردن ، نگاشتن ، در دفتر وارد کردن ، نشان دادن ، منطبق کردن
regla	تنظيم ، تعديل ، قاعده ، دستور ، قانون ، ايين نامه ، قاعده ، دستور ، حکم ، بربست ، قانون ، فرمانروايي ، حکومت کردن ، اداره کردن ، حکم کردن ، گونيا ، فرمانروا ، حکمران ، رءيس ، سر ، خط کش
reglamento	تنظيم ، تعديل ، قاعده ، دستور ، قانون ، ايين نامه
reglas	دوره ، مدت ، موقع ، گاه ، وقت ، روزگار ، عصر ، گردش ، نوبت ، ايست ، مکث ، نقطه پايان جمله ، جمله کامل ، قاعده زنان ، طمث ، حد ، پايان ، نتيجه غايي ، کمال ، منتهادرجه ، دوران مربوط به دوره بخصوصي
regocijado	خوشحال ، شاد
regocijar	خوشي ، لذت ، شوق ، ميل ، دلشاد کردن ، لذت دادن ، محظوظ کردن ، برافراشته ، سربلند ، بالا بردن ، محفوظ کردن ، خوشنود کردن ، خرسند کردن ، خوشحال کردن ، شاد شدن
regocijo	شادي ، خوشحالي ، سرور و نشاط ، خوشي ، ساز و نواز ، اسباب موسيقي ، زيبايي ، کاميابي ، خوشي ، سرور ، مسرت ، لذت ، حظ ، شادي کردن ، خوشحالي کردن ، لذت بردن از ، خوشي ، خوشحالي ، نشاط ، شادي ، عيش ، شنگي
regordete	گوشتالو ، فربه ، چاق وچله ، فربه ساختن ، گوشتالو کردن ، چاق شدن ، صداي تلپ تلپ ، محکم افتادن يا افکندن
regresar	بازگشت ، مراجعت
regreso	بازگشت ، مراجعت
regulabl	تعديل پذير ، تنظيم پذير
regulacin	تنظيم ، تعديل ، قاعده ، دستور ، قانون ، ايين نامه
regular	تعديل کردن ، تنظيم کردن ، منظم ، باقاعده ، تنظيم کردن ، ميزان کردن ، درست کردن
regulares	منظم ، باقاعده
rehabilitaci	نوتواني ، نوسازي ، توانبخشي ، تجديد اسکان ، احياي شهرت يا اعتبار
rehn	گرو ، گروگان ، شخص گروي ، وثيقه
rehusar	رد کردن ، انکار کردن ، سرباز زدن ، رد کردن ، نپذيرفتن ، قبول نکردن ، مضايقه تفاله کردن ، فضولا ت ، اشغال ، ادم بيکاره ، رد کردن ، نپذيرفتن
reina	شهبانو ، ملکه ، زن پادشاه ، بي بي ، وزير ، ملکه شدن
reinado	سلطنت ، حکمراني ، حکومت ، حکمفرمايي ، سلطنت يا حکمراني کردن ، حکمفرما بودن
reincidir	برگشتن ، سيرقهقرايي کردن
reino	پادشاهي ، کشور ، قلمروپادشاهي
reintegrar	پس پرداخت ، پس دادن ، مجددا پرداختن ، استرداد ، پس دادن ، بر گرداندن ، تلا في ، پس دادن به
reintegro	پس پرداخت ، پس دادن ، مجددا پرداختن ، استرداد ، غرامت ، پرداخت مجدد
reinvindicaci	ادعا ، دعوي ، مطالبه ، ادعا کردن
reir	صداي خنده ، خنده ، خنديدن ، خندان بودن
reir	ستيزه ، چون وچرا ، مشاجره ، نزاع ، جدال کردن ، مباحثه کردن ، انکارکردن ، جنگ ، نبرد ، کارزار ، پيکار ، زد وخورد ، جنگ کردن ، نزاع کردن ، جنگيدن ، پرخاش ، نزاع ، دعوي ، دعوا ، ستيزه ، اختلا ف ، گله ، نزاع کردن ، دعوي کردن ، ستيزه کردن ، ادم بد دهان ، زن غرولندو ، سرزنش کردن ، بدحرفي کردن ، اوقات تلخي کردن (به) ، چوبکاري کردن
reivindicar	ادعا ، دعوي ، مطالبه ، ادعا کردن
reja	مانع ، حصار ، ديوار ، پرچين ، محجر ، سپر ، شمشير بازي ، خاکريز ، پناه دادن ، حفظ کردن ، نرده کشيدن ، شمشير بازي کردن ، دروازه ، در بزرگ ، مدخل ، دريجه سد ، وسايل ورود ، وروديه ، رنده ، بخاري تو ديواري ، شبکه ، پنجره ، ميله هاي اهني ، قفس اهني ، زندان ، صداي تصادم نيزه و شمشير ، رنده کردن ، ساءيدن ، ازردن ، به زور ستاندن ، توري ، سيخ شبکه اي ، گوشت کباب کن ، روي سيخ يا انبر کباب کردن ، بريان کردن ، عذاب دادن ، پختن ، بريان شدن ، پرده ، روي پرده افکندن ، غربال ، غربال کردن
rejilla	توري ، سيخ شبکه اي ، گوشت کباب کن ، روي سيخ يا انبر کباب کردن ، بريان کردن ، عذاب دادن ، پختن ، بريان شدن ، پنجره مشبک ، شبکه ، پنجره کوچک بليط فروشها (در سينما و غيره) ، کار مشبک ، شبکه ، شبکه بندي ، شبکه کاري ، پرده ، روي پرده افکندن ، غربال ، غربال کردن
rel mpago	تلا لو ، تاباندن ، اذرخش ، برق (در رعد وبرق) ، اذرخش زدن ، برق زدن ، اذرخش ، صاعقه ، صاعقه زدن
relaci	شمردن ، حساب کردن ، محاسبه نمودن ، حساب پس دادن ، ذکر علت کردن ، دليل موجه اقامه کردن ، تخمين زدن ، دانستن ، نقل کردن(.n) حساب ، صورت حساب ، گزارش ، بيان علت ، سبب ، بستگي ، اتصال ، ارجاع ، مرجع ، وابستگي ، نسبت ، ارتباط ، شرح ، خويشاوند ، کارها ، نقل قول ، وابسته به نسبت يا خويشي ، گزارش ، گزارش دادن ، فهم ، ادراک ، هوش ، توافق ، تظر ، موافقت ، باهوش ، مطلع ، ماهر ، فهميده
relajacin	سست سازي ، تخفيف ، تمدد اعصاب ، استراحت
relajar	لينت دادن ، شل کردن ، کم کردن ، تمدد اعصاب کردن ، راحت کردن
relajarse	لينت دادن ، شل کردن ، کم کردن ، تمدد اعصاب کردن ، راحت کردن
